"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
8290, 2536.41638122641, 1206.7734285932, 6578.25976780126, 7318.16910330298, 70.4171726496878, 172.901978093826, 224.180327875437
8291, 3124.25554346165, 1484.26444585511, 6578.25976780126, 7318.16910330298, 83.9037373230701, 224.92450105551, 224.180327875437
8292, 3692.21284518837, 1756.31267972666, 6578.25976780126, 7318.16910330298, 99.7018347922599, 285.742861059321, 224.180327875437
8293, 4214.74903114096, 2010.2924912053, 6578.25976780126, 7318.16910330298, 116.712385791931, 350.996803188852, 224.180327875437
8294, 4804.1667025607, 2301.46983846005, 6578.25976780126, 7318.16910330298, 138.775354631645, 435.424191945533, 224.180327875437
8295, 5270.23172581286, 2534.88379142389, 6578.25976780126, 7318.16910330298, 158.394986064559, 510.319911225312, 224.180327875437
8296, 5548.40912495266, 2675.48026028432, 6578.25976780126, 7318.16910330298, 171.03077668959, 558.504165155353, 224.180327875437
8297, 5839.06431089379, 2823.72780553969, 6578.25976780126, 7318.16910330298, 185.070448986396, 611.785502213256, 224.180327875437
8298, 6004.19732004319, 2908.51506419644, 6578.25976780126, 7318.16910330298, 193.560498872371, 643.561952983386, 224.180327875437
8299, 6138.55024633255, 2977.79361467556, 6578.25976780126, 7318.16910330298, 200.588376963323, 670.005358094264, 224.180327875437
8300, 6053.92888733634, 2934.20890644878, 6578.25976780126, 7318.16910330298, 196.214851662507, 653.380054951176, 224.180327875437
8301, 5790.69627022312, 2799.12497030989, 6578.25976780126, 7318.16910330298, 183.007631145922, 603.187531661253, 224.180327875437
8302, 5504.74642220038, 2653.43763435842, 6578.25976780126, 7318.16910330298, 169.436847255139, 551.40677106454, 224.180327875437
8303, 5109.44361801293, 2453.82461637562, 6578.25976780126, 7318.16910330298, 151.748661699197, 484.172715448493, 224.180327875437
8304, 4396.50751400623, 2099.61173501535, 6578.25976780126, 7318.16910330298, 123.387774749415, 376.149743525551, 224.180327875437
8305, 3616.71424346972, 1719.99024835681, 6578.25976780126, 7318.16910330298, 97.4674548179808, 277.188573731655, 224.180327875437
8306, 3101.13628880462, 1473.264243897, 6578.25976780126, 7318.16910330298, 83.2234153810021, 222.644932546857, 224.180327875437
8307, 2760.0608573892, 1311.76580265332, 6578.25976780126, 7318.16910330298, 75.0692562637115, 191.302306175226, 224.180327875437
8308, 2476.73699719076, 1178.67748750008, 6578.25976780126, 7318.16910330298, 69.0644472598668, 168.125464997268, 224.180327875437
8309, 2299.05694146519, 1095.73863078779, 6578.25976780126, 7318.16910330298, 65.6466965474542, 154.9038381563, 224.180327875437
8310, 2208.59814251292, 1053.66098471464, 6578.25976780126, 7318.16910330298, 64.040643546851, 148.591488304143, 224.180327875437
8311, 2356.80285619801, 1122.80230487223, 6578.25976780126, 7318.16910330298, 66.770646856259, 159.121985808547, 224.180327875437
8312, 2512.84295604427, 1195.70882729481, 6578.25976780126, 7318.16910330298, 69.8821733310984, 171.005434220988, 224.180327875437
8313, 2406.79847158488, 1145.97211624089, 6578.25976780126, 7318.16910330298, 67.876522822192, 162.964236841496, 224.180327875437
8314, 2400.39371703136, 1142.99624699312, 6578.25976780126, 7318.16910330298, 67.8209201816104, 162.55200117231, 224.180327875437
8315, 2599.73574385514, 1236.3740917616, 6578.25976780126, 7318.16910330298, 71.9141022908332, 178.160960583167, 224.180327875437
8316, 3141.47933243809, 1492.35499447631, 6578.25976780126, 7318.16910330298, 84.5199048060513, 226.793799195698, 224.180327875437
8317, 3887.1287886778, 1850.75540092083, 6578.25976780126, 7318.16910330298, 105.937212795364, 309.213123272241, 224.180327875437
8318, 4533.86885044749, 2167.40513467289, 6578.25976780126, 7318.16910330298, 128.422444727055, 395.419589750861, 224.180327875437
8319, 5030.43163393672, 2414.33925186927, 6578.25976780126, 7318.16910330298, 148.179203855185, 470.998667977261, 224.180327875437
8320, 5414.33414121105, 2607.59737852083, 6578.25976780126, 7318.16910330298, 164.967184067064, 535.086522450961, 224.180327875437
8321, 5760.16516035247, 2783.49045250063, 6578.25976780126, 7318.16910330298, 181.242500522583, 597.097658742333, 224.180327875437
8322, 5837.96116247474, 2823.18003630774, 6578.25976780126, 7318.16910330298, 185.216010368531, 611.843520114758, 224.180327875437
8323, 5913.30454439661, 2861.79807210591, 6578.25976780126, 7318.16910330298, 189.039856211021, 626.198755002424, 224.180327875437
8324, 5738.64764789821, 2772.48947412058, 6578.25976780126, 7318.16910330298, 180.417609720135, 593.460305615788, 224.180327875437
8325, 5575.31837988237, 2689.26609374901, 6578.25976780126, 7318.16910330298, 172.593865285542, 563.759220756551, 224.180327875437
8326, 5155.49926386829, 2476.99020303008, 6578.25976780126, 7318.16910330298, 153.629202564051, 491.593381428139, 224.180327875437
8327, 4736.19398207026, 2267.7824930429, 6578.25976780126, 7318.16910330298, 136.266512326301, 425.426143425487, 224.180327875437
8328, 4012.16029633982, 1911.55381055673, 6578.25976780126, 7318.16910330298, 109.86795219074, 324.775423035005, 224.180327875437
8329, 3389.35150257756, 1610.92565905708, 6578.25976780126, 7318.16910330298, 90.8184650538307, 251.96225034133, 224.180327875437
8330, 2886.888924465, 1371.66955925698, 6578.25976780126, 7318.16910330298, 77.9405651253456, 202.46266474594, 224.180327875437
8331, 2503.11022240774, 1191.02560348411, 6578.25976780126, 7318.16910330298, 69.5539334612357, 170.125655800506, 224.180327875437
8332, 2309.33630480748, 1100.55095511734, 6578.25976780126, 7318.16910330298, 65.8043685517868, 155.603271050129, 224.180327875437
8333, 2188.33420612125, 1044.27764996449, 6578.25976780126, 7318.16910330298, 63.6253564514945, 147.140697765706, 224.180327875437
8334, 2114.76540551828, 1010.13594674479, 6578.25976780126, 7318.16910330298, 62.3989220315782, 142.259152820561, 224.180327875437
8335, 2274.81298573848, 1084.62587199596, 6578.25976780126, 7318.16910330298, 65.2395812284073, 153.201038498308, 224.180327875437
8336, 2381.69536113602, 1134.39183869151, 6578.25976780126, 7318.16910330298, 67.3035983375977, 161.005772303205, 224.180327875437
8337, 2578.86192353517, 1226.64637366413, 6578.25976780126, 7318.16910330298, 71.2567261275666, 176.26696736569, 224.180327875437
8338, 2796.82564978792, 1329.13018563121, 6578.25976780126, 7318.16910330298, 76.135979060373, 194.688919024289, 224.180327875437
8339, 3128.49064312562, 1486.19267053336, 6578.25976780126, 7318.16910330298, 84.216422564485, 225.542751987748, 224.180327875437
8340, 3438.2262616036, 1634.11401797031, 6578.25976780126, 7318.16910330298, 92.4897480665056, 257.443586899324, 224.180327875437
